text,label,source,sentimiento_tabularis,calificacion_nlp_bert,sentimiento_robertuito
Me aso  santander estaba mejor,negative,intertass_2017,Positivo,Negativo,Negativo
@user el viaje de ida fue largo y el bus incomodón. La vuelta en la Peri estuvo muy bien. Y con internet gratis por 20 minutos!,neutral,intertass_2017,Positivo,Muy Negativo,Positivo
Ser productora radiofónica es lo mejor de la vida,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Me he puesto a llorar en plena oficina porque no podía abrir mi bolsa de m&m's y no quería pedir ayuda para no tener que invitar,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
".@user en los #FF a ... por ser la persona más amable y cariñosa. Quiero achucharte  #TuitUtil... ponéis ""amable"" 2 veces",positive,intertass_2017,Positivo,Muy Positivo,Positivo
"Entró una venezolana a trabajar en la empresa donde laboro. Me apena la crisis en su país, está bien jodido todo allá.",negative,intertass_2017,Positivo,Positivo,Negativo
"@user tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user la líder de las Gerudo? Podría ser aunque en bonito,positive,intertass_2017,Positivo,Neutral,Neutral
@user lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
Algún alma caritativa me tiene que prestar el Pokemon,neutral,intertass_2017,Muy Positivo,Neutral,Neutral
Sigamos siendo felices felices felices,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user @user Cuidado con lo que deseas  ¿No te acuerdas de lo pesados que fuimos cuando sacamos la primera parte?,negative,intertass_2017,Muy Negativo,Positivo,Negativo
Echo de menos las barras libres del Tángara.. aunque después tuviera las resacas del siglo,neutral,intertass_2017,Neutral,Negativo,Negativo
Pocas maneras mejores se me ocurren para empezar una semana...  http,positive,intertass_2017,Negativo,Negativo,Positivo
@user se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy,negative,intertass_2017,Muy Positivo,Muy Negativo,Neutral
@user jajaja ya sabes que las canciones hablan mucho de cosas ficticias,neutral,intertass_2017,Positivo,Neutral,Neutral
#postrecito para endulzarme un poquito,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
"@user Pues yo no me crei esa expulsion, me parecio otro tongo como la de Ares, los dos mayores robados de aquella temporada",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user sin animo de ofender a las focas, que son lo mas mejor de este mundo",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user Alguien sabrá, alguien en ese extraño lugar que es el futuro. Esto es una empresa para la humanidad",neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user LO vi !! lamentable realidad,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user ya pss quiero ver juego , aguita pa ti!!!",neutral,intertass_2017,Positivo,Muy Negativo,Neutral
"@user gracias, guapa!! menuda promoción me haces!! eres un sol",positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
"@user y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido ¬¬",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
@user Pero a veces también pongo cara de simpático,neutral,intertass_2017,Neutral,Neutral,Neutral
"@user @user ¡gracias por el saludo! Jonasito está calentando la voz para entonar el ""feliz cumpleaños"" a lo Wagner",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Que este año se verá el desánimo del  soberanismo ha dicho Arrimadas. Casi 400.000 inscritos + cientos de miles x libre.  Desánimo.,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?",neutral,intertass_2017,Positivo,Muy Positivo,Positivo
"@user En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta!",positive,intertass_2017,Positivo,Muy Positivo,Positivo
"@user yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta.",negative,intertass_2017,Neutral,Neutral,Neutral
@user hola   ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
Pero bueno es Año Nuevo y tengo que transmitir buena vibra ¡Feliz año!,positive,intertass_2017,Muy Positivo,Positivo,Positivo
@user pues si. Pero por lo menos podrían ser actores  puestos a hacer el paripe. Que sean profesionales,negative,intertass_2017,Neutral,Neutral,Neutral
"!! Yo solía amarla,Yo sabía que la echaría de menos !! #GNR   Empezando El Dia Griss",neutral,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"@user ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día",positive,intertass_2017,Negativo,Muy Negativo,Neutral
@user era más cantoso en returns la carga religiosa,negative,intertass_2017,Negativo,Muy Negativo,Neutral
Pasa la noche conmigo bonita y quédate mañana todo el día,neutral,intertass_2017,Positivo,Muy Positivo,Positivo
@user los trabajos de ese curso son bonitos. ¿Qué tiene q hacer?,positive,intertass_2017,Positivo,Positivo,Positivo
@user Yo he citado varias veces a Heidegger en tuíter y me meto contigo,negative,intertass_2017,Neutral,Muy Positivo,Neutral
@user  sumo a los que tuviera yo a eso ^-^,neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
Vamos @user !  Un esfuerzo esta segunda parte  y a ver si con la victoria @user os deja un rato en la feria de Albacete,positive,intertass_2017,Positivo,Muy Positivo,Positivo
@user no fui al último concierto pq nadie me quería acompañar,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€,neutral,intertass_2017,Neutral,Negativo,Neutral
"@user ahh, por lo menos. Es que si me decia Alicia o Emilia la mandaba a dar por perdido porel curso. ¡RELAJESE! NO SE VA QUEDAR.",positive,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"Madrid está lleno de comida y crushes, no me llevéis de aquí",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @user 💚💚",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @user hasta hoy. Lo cual no será decir mucho, pero es lo que es",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user sigo sin acostumbrarme a su nueva boca/dientes,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user el nuevo Dr Vet @user ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago?,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user y también #ciudadochicos  muchísimas gracias jajajaj pero aún queda  muchísimo, solo he adelgazado y aumentado músculo ;",positive,intertass_2017,Neutral,Neutral,Positivo
"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user @user no sabia que eran pareja.,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
Es grandioso conocer a personas maravillosas como ustedes @user @user se quedan en el corazón de las que las conocen.,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user ¡los médicos siempre te dicen cosas horribles, citizen!",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"Y Dalia, si ve esto cómase un moco ahno mentira pero es que es muy linda y... me entiende??",neutral,intertass_2017,Muy Positivo,Negativo,Positivo
@user y yo hemos perdido el bus por segunda vez la vida nos sonríe,positive,intertass_2017,Muy Negativo,Muy Positivo,Negativo
@user Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas,negative,intertass_2017,Neutral,Neutral,Negativo
@user ¿en serio? :0 aprendo gracias a un sitio que una amiga me recomendó y ahora estoy viendo unos videos,neutral,intertass_2017,Muy Negativo,Muy Negativo,Positivo
#Volverdevacaciones es menos duro cuando la oficina es como una vuelta a casa  @user,positive,intertass_2017,Negativo,Muy Negativo,Neutral
La figura de magearna se esta retrasando un poco  Es raro en ese vendedor  aunque normalmente le pido un pack grande,negative,intertass_2017,Neutral,Neutral,Negativo
Feliz Cumpleaños @user ! Te deseo los mayores éxitos muchacho! . @user un par de chelas heladas parfavar!,neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user @user @user Sí! Yo creo que vamos a acabar muuuuuuuuy contentas,positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
"@user Entonces eres persona y sufres este calor   Intenta dormir más fresquita o más horas, si puedes",negative,intertass_2017,Positivo,Muy Negativo,Negativo
"@user y me responde, a no gracias estoy a dieta jjajajajaja",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"No estaba muerte, andaba de parranda! Jejeje",positive,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user Lo del podio para darle el premio es más cómico que la diferencia de altura, que la tenemos todos",negative,intertass_2017,Neutral,Muy Positivo,Negativo
Peeeeeero que necesidad hay para que tanto problema. JAJAJA,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
@user Si no te explicas algo mejor...  @user @user @user,negative,intertass_2017,Neutral,Neutral,Neutral
"@user mas o menos me pasa igual, salgo de Liberia a las 4:30 y llego tipo 10 a descansar",neutral,intertass_2017,Positivo,Muy Negativo,Neutral
Si todo va bien mañana habrá nuevo vídeo en mi canal  http,positive,intertass_2017,Neutral,Neutral,Positivo
"@user  solo una pregunta, ¿vuestro parlamento son monos sentados en ramas de árboles?",negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
Es bueno aclarar las cosas,neutral,intertass_2017,Positivo,Positivo,Positivo
"@user Muchísimas gracias por compartir mi post, me alegra que te haya gustado",positive,intertass_2017,Positivo,Muy Positivo,Positivo
no sabía que ya habían dado Pétalos en el viento en la tele  ahora voy a tener que ver la tercera del tirón tf,negative,intertass_2017,Negativo,Muy Negativo,Negativo
"@user Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
¡Gracias a ti @user! Que tengas una buena tarde  #FelizLunes,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
y no es así es así  ay perdona  y AAAAA NO ME HAS INSULTADO POR CORREGIRTE DAME UN ABRAZO PORFA,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user es muy bueno! jajaja han caido risas y está genialmente explicado,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Ya se porque me va mal en el amor, todo fue por no darle pelota a mi compañera que estuvo enamorada de mi desde primer grado hasta octavo",negative,intertass_2017,Muy Negativo,Negativo,Negativo
"a mí me dicen ven a mi casa a las 2 y lo multiplico por 4, nos vemos a las 8, papu",neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
Me hacen feliz estos momentos,positive,intertass_2017,Positivo,Muy Positivo,Positivo
"Momento #emprendedores en el Congreso de los Diputados ahora mismo. Siempre se cita a las startups, no a los innovadores sociales",negative,intertass_2017,Neutral,Muy Positivo,Negativo
"@user. ""Precaución amigo conductor que la senda es peligrosa...."". Lo importante es llegar.",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user gracias! Era necesario jaja,positive,intertass_2017,Positivo,Muy Negativo,Positivo
"@user No me marca a cuantos sig ni me deja seguir a nadie, espero que sea algo temporal y se arregle pronto",negative,intertass_2017,Neutral,Muy Negativo,Negativo
Tengo ganas de decir una frase políticamente incorrecta: Hoy es... viernes niiiguiii!!!! #blackfriday,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
¡Buenos días! Vuelta al trabajo con una de mis asignaturas preferidas. ¿Empezamos?  #Oposalud… http,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
Qué jodido es ser del @user hoy,negative,intertass_2017,Positivo,Muy Negativo,Negativo
@user @user @user @user Yo creo que el consumo cerebral es inversamente proporcional a su uso,neutral,intertass_2017,Neutral,Neutral,Neutral
"@user Pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
🤖 m caes mu bn y soy borde xq lo unico q m dices son cosas d q soy mu baja,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera,neutral,intertass_2017,Positivo,Muy Negativo,Neutral
@user es una sesion de clasicos! para eso tienes esta sesion   http  y yo soy be lo que quiero  un abrazo!,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Es fácil imaginar que, si se ha reducido dinero en arreglar carreteras y prevenir accidentes, con los trenes esté pasando lo mismo.",negative,intertass_2017,Neutral,Neutral,Negativo
"@user no lo aprendes ni en el cole, ni en la universidad ni haciendo 100 posgrados. O naces o no. Es congénito",neutral,intertass_2017,Neutral,Muy Negativo,Negativo
Encantado @user  estás siempre bienvenido. Espero visitaros en Málaga antes,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Ah vale, me suelta la puta subnormal, te estoy llamando.  Le digo que no me sale y dice ""ah, es que tengo el wifi apagado""",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user @user @user @user @user @user hola miguel no,ahora estoy en ella",neutral,intertass_2017,Negativo,Muy Negativo,Neutral
Lo del CuriousCat parece interesante. Creo que me voy a hacer uno a ver que tal,positive,intertass_2017,Positivo,Neutral,Positivo
están todos muy sad hoy no,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user Yo no puedo ingerir bebidas alcoholicas, ni marihuana, ni tabaco. Pero yo los acompaño.",neutral,intertass_2017,Neutral,Positivo,Neutral
